0,0.452666,0.547334
1,0.695147,0.304853
10,0.452666,0.547334
100,0.511555,0.488445
1000,0.578043,0.421957
1001,0.578043,0.421957
1002,0.578043,0.421957
1003,0.578043,0.421957
1004,0.578043,0.421957
1005,0.578043,0.421957
1006,0.578043,0.421957
1007,0.578043,0.421957
1008,0.578043,0.421957
1009,0.578043,0.421957
101,0.523753,0.476247
1010,0.578043,0.421957
1011,0.672255,0.327745
1012,0.672255,0.327745
1013,0.672255,0.327745
1014,0.672255,0.327745
1015,0.672255,0.327745
1016,0.672255,0.327745
1017,0.672255,0.327745
1018,0.672255,0.327745
1019,0.672255,0.327745
102,0.511555,0.488445
1020,0.001562,0.998438
1021,0.672255,0.327745
1022,0.672255,0.327745
1023,0.672255,0.327745
1024,0.672255,0.327745
1025,0.672255,0.327745
1026,0.040397,0.959603
1027,0.479733,0.520267
1028,0.479733,0.520267
1029,0.479733,0.520267
103,0.511555,0.488445
1030,0.582393,0.417607
1031,0.479733,0.520267
1032,0.548738,0.451262
1033,0.479733,0.520267
1034,0.479733,0.520267
1035,0.344516,0.655484
1036,0.479733,0.520267
1037,0.479733,0.520267
1038,0.548738,0.451262
1039,0.479733,0.520267
104,0.523753,0.476247
1040,0.548738,0.451262
1041,0.548738,0.451262
1042,0.479733,0.520267
1043,0.004100,0.995900
1044,0.044526,0.955474
1045,0.615215,0.384785
1046,0.044526,0.955474
1047,0.615215,0.384785
1048,0.615215,0.384785
1049,0.550355,0.449645
105,0.523753,0.476247
1050,0.550355,0.449645
1051,0.615215,0.384785
1052,0.615215,0.384785
1053,0.044526,0.955474
1054,0.615215,0.384785
1055,0.550355,0.449645
1056,0.044526,0.955474
1057,0.550355,0.449645
1058,0.044526,0.955474
1059,0.044526,0.955474
106,0.523753,0.476247
1060,0.447593,0.552407
1061,0.590112,0.409888
1062,0.447593,0.552407
1063,0.036270,0.963730
1064,0.358888,0.641112
1065,0.590112,0.409888
1066,0.590112,0.409888
1067,0.590112,0.409888
1068,0.590112,0.409888
1069,0.358888,0.641112
107,0.523753,0.476247
1070,0.590112,0.409888
1071,0.447593,0.552407
1072,0.590112,0.409888
1073,0.036270,0.963730
1074,0.590112,0.409888
1075,0.447593,0.552407
1076,0.327025,0.672975
1077,0.327025,0.672975
1078,0.595739,0.404261
1079,0.017332,0.982668
108,0.523753,0.476247
1080,0.055405,0.944595
1081,0.595739,0.404261
1082,0.327025,0.672975
1083,0.595739,0.404261
1084,0.327025,0.672975
1085,0.595739,0.404261
1086,0.595739,0.404261
1087,0.327025,0.672975
1088,0.595739,0.404261
1089,0.327025,0.672975
109,0.511555,0.488445
1090,0.595739,0.404261
1091,0.055405,0.944595
1092,0.595739,0.404261
1093,0.552844,0.447156
1094,0.436869,0.563131
1095,0.552844,0.447156
1096,0.484533,0.515467
1097,0.552844,0.447156
1098,0.484533,0.515467
1099,0.552844,0.447156
11,0.695147,0.304853
110,0.523753,0.476247
1100,0.484533,0.515467
1101,0.506646,0.493354
1102,0.436869,0.563131
1103,0.552844,0.447156
1104,0.484533,0.515467
1105,0.436869,0.563131
1106,0.552844,0.447156
1107,0.484533,0.515467
1108,0.484533,0.515467
1109,0.639692,0.360308
111,0.523753,0.476247
1110,0.639692,0.360308
1111,0.698572,0.301428
1112,0.639692,0.360308
1113,0.639692,0.360308
1114,0.639692,0.360308
1115,0.639692,0.360308
1116,0.268744,0.731256
1117,0.698572,0.301428
1118,0.639692,0.360308
1119,0.698572,0.301428
112,0.511555,0.488445
1120,0.639692,0.360308
1121,0.639692,0.360308
1122,0.639692,0.360308
1123,0.698572,0.301428
1124,0.639692,0.360308
1125,0.016565,0.983435
1126,0.464928,0.535072
1127,0.542171,0.457829
1128,0.542171,0.457829
1129,0.542171,0.457829
113,0.511555,0.488445
1130,0.542171,0.457829
1131,0.607675,0.392325
1132,0.542171,0.457829
1133,0.607675,0.392325
1134,0.607675,0.392325
1135,0.607675,0.392325
1136,0.542171,0.457829
1137,0.400055,0.599945
1138,0.607675,0.392325
1139,0.542171,0.457829
114,0.511555,0.488445
1140,0.607675,0.392325
1141,0.607675,0.392325
1142,0.027727,0.972273
1143,0.037896,0.962104
1144,0.037896,0.962104
1145,0.027727,0.972273
1146,0.552259,0.447741
1147,0.617032,0.382968
1148,0.027727,0.972273
1149,0.617032,0.382968
115,0.059498,0.940502
1150,0.552259,0.447741
1151,0.027727,0.972273
1152,0.552259,0.447741
1153,0.617032,0.382968
1154,0.005997,0.994003
1155,0.027727,0.972273
1156,0.037896,0.962104
1157,0.552259,0.447741
1158,0.671607,0.328393
1159,0.671607,0.328393
116,0.538547,0.461453
1160,0.671607,0.328393
1161,0.671607,0.328393
1162,0.671607,0.328393
1163,0.001423,0.998577
1164,0.671607,0.328393
1165,0.671607,0.328393
1166,0.671607,0.328393
1167,0.671607,0.328393
1168,0.671607,0.328393
1169,0.671607,0.328393
117,0.538547,0.461453
1170,0.671607,0.328393
1171,0.671607,0.328393
1172,0.533847,0.466153
1173,0.671607,0.328393
1174,0.671607,0.328393
1175,0.652980,0.347020
1176,0.652980,0.347020
1177,0.652980,0.347020
1178,0.652980,0.347020
1179,0.652980,0.347020
118,0.604339,0.395661
1180,0.652980,0.347020
1181,0.652980,0.347020
1182,0.003248,0.996752
1183,0.652980,0.347020
1184,0.652980,0.347020
1185,0.652980,0.347020
1186,0.652980,0.347020
1187,0.652980,0.347020
1188,0.652980,0.347020
1189,0.652980,0.347020
119,0.538547,0.461453
1190,0.652980,0.347020
1191,0.000061,0.999939
1192,0.003285,0.996715
1193,0.000061,0.999939
1194,0.000061,0.999939
1195,0.000061,0.999939
1196,0.000061,0.999939
1197,0.142855,0.857145
1198,0.000061,0.999939
1199,0.000061,0.999939
12,0.452666,0.547334
120,0.604339,0.395661
1200,0.000061,0.999939
1201,0.003285,0.996715
1202,0.000061,0.999939
1203,0.003285,0.996715
1204,0.000061,0.999939
1205,0.000061,0.999939
1206,0.003285,0.996715
1207,0.685117,0.314883
1208,0.685117,0.314883
1209,0.685117,0.314883
121,0.538547,0.461453
1210,0.685117,0.314883
1211,0.685117,0.314883
1212,0.685117,0.314883
1213,0.685117,0.314883
1214,0.618163,0.381837
1215,0.685117,0.314883
1216,0.685117,0.314883
1217,0.685117,0.314883
1218,0.001176,0.998824
1219,0.685117,0.314883
122,0.538547,0.461453
1220,0.685117,0.314883
1221,0.685117,0.314883
1222,0.685117,0.314883
1223,0.035839,0.964161
1224,0.035839,0.964161
1225,0.579547,0.420453
1226,0.579547,0.420453
1227,0.035839,0.964161
1228,0.579547,0.420453
1229,0.579547,0.420453
123,0.604339,0.395661
1230,0.437360,0.562640
1231,0.579547,0.420453
1232,0.437360,0.562640
1233,0.579547,0.420453
1234,0.035839,0.964161
1235,0.437360,0.562640
1236,0.579547,0.420453
1237,0.437360,0.562640
1238,0.021388,0.978612
1239,0.579547,0.420453
124,0.059498,0.940502
1240,0.618888,0.381112
1241,0.618888,0.381112
1242,0.618888,0.381112
1243,0.618888,0.381112
1244,0.618888,0.381112
1245,0.618888,0.381112
1246,0.618888,0.381112
1247,0.618888,0.381112
1248,0.618888,0.381112
1249,0.388771,0.611229
125,0.538547,0.461453
1250,0.618888,0.381112
1251,0.618888,0.381112
1252,0.618888,0.381112
1253,0.618888,0.381112
1254,0.618888,0.381112
1255,0.618888,0.381112
1256,0.492489,0.507511
1257,0.560337,0.439663
1258,0.492489,0.507511
1259,0.560337,0.439663
126,0.604339,0.395661
1260,0.492489,0.507511
1261,0.560337,0.439663
1262,0.492489,0.507511
1263,0.560337,0.439663
1264,0.492489,0.507511
1265,0.560337,0.439663
1266,0.492489,0.507511
1267,0.492489,0.507511
1268,0.492489,0.507511
1269,0.560337,0.439663
127,0.538547,0.461453
1270,0.492489,0.507511
1271,0.560337,0.439663
1272,0.644957,0.355043
1273,0.644957,0.355043
1274,0.644957,0.355043
1275,0.644957,0.355043
1276,0.644957,0.355043
1277,0.644957,0.355043
1278,0.644957,0.355043
1279,0.644957,0.355043
128,0.538547,0.461453
1280,0.644957,0.355043
1281,0.644957,0.355043
1282,0.644957,0.355043
1283,0.644957,0.355043
1284,0.644957,0.355043
1285,0.043121,0.956879
1286,0.644957,0.355043
1287,0.644957,0.355043
1288,0.618382,0.381618
1289,0.679452,0.320548
129,0.604339,0.395661
1290,0.618382,0.381618
1291,0.618382,0.381618
1292,0.679452,0.320548
1293,0.618382,0.381618
1294,0.679452,0.320548
1295,0.618382,0.381618
1296,0.618382,0.381618
1297,0.094553,0.905447
1298,0.618382,0.381618
1299,0.618382,0.381618
13,0.695147,0.304853
130,0.180949,0.819051
1300,0.679452,0.320548
1301,0.679452,0.320548
1302,0.094553,0.905447
1303,0.052730,0.947270
1304,0.568764,0.431236
1305,0.568764,0.431236
1306,0.474550,0.525450
1307,0.543437,0.456563
1308,0.474550,0.525450
1309,0.632714,0.367286
131,0.538547,0.461453
1310,0.474550,0.525450
1311,0.568764,0.431236
1312,0.474550,0.525450
1313,0.568764,0.431236
1314,0.632714,0.367286
1315,0.632714,0.367286
1316,0.632714,0.367286
1317,0.474550,0.525450
1318,0.568764,0.431236
1319,0.474550,0.525450
132,0.585468,0.414532
1320,0.000109,0.999891
1321,0.702761,0.297239
1322,0.702761,0.297239
1323,0.001244,0.998756
1324,0.702761,0.297239
1325,0.702761,0.297239
1326,0.702761,0.297239
1327,0.702761,0.297239
1328,0.702761,0.297239
1329,0.702761,0.297239
133,0.585468,0.414532
1330,0.702761,0.297239
1331,0.702761,0.297239
1332,0.702761,0.297239
1333,0.702761,0.297239
1334,0.702761,0.297239
1335,0.702761,0.297239
1336,0.702761,0.297239
1337,0.607451,0.392549
1338,0.542285,0.457715
1339,0.542285,0.457715
134,0.585468,0.414532
1340,0.607451,0.392549
1341,0.026539,0.973461
1342,0.607451,0.392549
1343,0.607451,0.392549
1344,0.026539,0.973461
1345,0.542285,0.457715
1346,0.542285,0.457715
1347,0.542285,0.457715
1348,0.607451,0.392549
1349,0.542285,0.457715
135,0.585468,0.414532
1350,0.607451,0.392549
1351,0.607451,0.392549
1352,0.542285,0.457715
1353,0.542285,0.457715
1354,0.530206,0.469794
1355,0.561316,0.438684
1356,0.561316,0.438684
1357,0.024248,0.975752
1358,0.029897,0.970103
1359,0.561316,0.438684
136,0.585468,0.414532
1360,0.029897,0.970103
1361,0.561316,0.438684
1362,0.561316,0.438684
1363,0.561316,0.438684
1364,0.561316,0.438684
1365,0.561316,0.438684
1366,0.561316,0.438684
1367,0.029897,0.970103
1368,0.561316,0.438684
1369,0.561316,0.438684
137,0.585468,0.414532
1370,0.530206,0.469794
1371,0.652264,0.347736
1372,0.590115,0.409885
1373,0.590115,0.409885
1374,0.590115,0.409885
1375,0.590115,0.409885
1376,0.590115,0.409885
1377,0.652264,0.347736
1378,0.652264,0.347736
1379,0.590115,0.409885
138,0.585468,0.414532
1380,0.590115,0.409885
1381,0.652264,0.347736
1382,0.652264,0.347736
1383,0.652264,0.347736
1384,0.652264,0.347736
1385,0.652264,0.347736
1386,0.590115,0.409885
1387,0.799339,0.200661
1388,0.799339,0.200661
1389,0.001728,0.998272
139,0.585468,0.414532
1390,0.799339,0.200661
1391,0.799339,0.200661
1392,0.799339,0.200661
1393,0.799339,0.200661
1394,0.780408,0.219592
1395,0.799339,0.200661
1396,0.799339,0.200661
1397,0.799339,0.200661
1398,0.799339,0.200661
1399,0.799339,0.200661
14,0.695147,0.304853
140,0.585468,0.414532
1400,0.799339,0.200661
1401,0.799339,0.200661
1402,0.089117,0.910883
1403,0.030847,0.969153
1404,0.571700,0.428300
1405,0.571700,0.428300
1406,0.571700,0.428300
1407,0.571700,0.428300
1408,0.571700,0.428300
1409,0.571700,0.428300
141,0.585468,0.414532
1410,0.571700,0.428300
1411,0.571700,0.428300
1412,0.571700,0.428300
1413,0.571700,0.428300
1414,0.571700,0.428300
1415,0.571700,0.428300
1416,0.571700,0.428300
1417,0.030847,0.969153
1418,0.571700,0.428300
1419,0.571700,0.428300
142,0.585468,0.414532
1420,0.619628,0.380372
1421,0.619628,0.380372
1422,0.774480,0.225520
1423,0.619628,0.380372
1424,0.619628,0.380372
1425,0.023702,0.976298
1426,0.032620,0.967380
1427,0.032620,0.967380
1428,0.023702,0.976298
1429,0.023702,0.976298
143,0.585468,0.414532
1430,0.557422,0.442578
1431,0.619628,0.380372
1432,0.557422,0.442578
1433,0.557422,0.442578
1434,0.557422,0.442578
1435,0.023702,0.976298
1436,0.481706,0.518294
1437,0.481706,0.518294
1438,0.481706,0.518294
1439,0.306877,0.693123
144,0.585468,0.414532
1440,0.481706,0.518294
1441,0.481706,0.518294
1442,0.550080,0.449920
1443,0.550080,0.449920
1444,0.481706,0.518294
1445,0.550080,0.449920
1446,0.550080,0.449920
1447,0.550080,0.449920
1448,0.481706,0.518294
1449,0.481706,0.518294
145,0.585468,0.414532
1450,0.481706,0.518294
1451,0.550080,0.449920
1452,0.609403,0.390597
1453,0.609403,0.390597
1454,0.609403,0.390597
1455,0.609403,0.390597
1456,0.609403,0.390597
1457,0.609403,0.390597
1458,0.609403,0.390597
1459,0.609403,0.390597
146,0.585468,0.414532
1460,0.017120,0.982880
1461,0.609403,0.390597
1462,0.609403,0.390597
1463,0.609403,0.390597
1464,0.609403,0.390597
1465,0.609403,0.390597
1466,0.609403,0.390597
1467,0.017120,0.982880
1468,0.005676,0.994324
1469,0.037741,0.962259
147,0.585468,0.414532
1470,0.862614,0.137386
1471,0.862614,0.137386
1472,0.037741,0.962259
1473,0.862614,0.137386
1474,0.037741,0.962259
1475,0.005676,0.994324
1476,0.862614,0.137386
1477,0.005676,0.994324
1478,0.361674,0.638326
1479,0.862614,0.137386
148,0.492551,0.507449
1480,0.862614,0.137386
1481,0.862614,0.137386
1482,0.862614,0.137386
1483,0.308878,0.691122
1484,0.862614,0.137386
1485,0.826460,0.173540
1486,0.826460,0.173540
1487,0.826460,0.173540
1488,0.193313,0.806687
1489,0.826460,0.173540
149,0.560825,0.439175
1490,0.826460,0.173540
1491,0.826460,0.173540
1492,0.000105,0.999895
1493,0.826460,0.173540
1494,0.826460,0.173540
1495,0.826460,0.173540
1496,0.826460,0.173540
1497,0.826460,0.173540
1498,0.826460,0.173540
1499,0.826460,0.173540
15,0.695147,0.304853
150,0.355158,0.644842
1500,0.826460,0.173540
1501,0.000367,0.999633
1502,0.699805,0.300195
1503,0.699805,0.300195
1504,0.094879,0.905121
1505,0.699805,0.300195
1506,0.000367,0.999633
1507,0.699805,0.300195
1508,0.000367,0.999633
1509,0.699805,0.300195
151,0.560825,0.439175
1510,0.699805,0.300195
1511,0.699805,0.300195
1512,0.699805,0.300195
1513,0.060172,0.939828
1514,0.000367,0.999633
1515,0.699805,0.300195
1516,0.699805,0.300195
1517,0.544238,0.455762
1518,0.544238,0.455762
1519,0.544238,0.455762
152,0.560825,0.439175
1520,0.544238,0.455762
1521,0.544238,0.455762
1522,0.544238,0.455762
1523,0.544238,0.455762
1524,0.544238,0.455762
1525,0.544238,0.455762
1526,0.300444,0.699556
1527,0.544238,0.455762
1528,0.544238,0.455762
1529,0.544238,0.455762
153,0.560825,0.439175
1530,0.544238,0.455762
1531,0.544238,0.455762
1532,0.016667,0.983333
1533,0.544238,0.455762
1534,0.615090,0.384910
1535,0.183272,0.816728
1536,0.230031,0.769969
1537,0.615090,0.384910
1538,0.615090,0.384910
1539,0.675845,0.324155
154,0.492551,0.507449
1540,0.230031,0.769969
1541,0.615090,0.384910
1542,0.675845,0.324155
1543,0.615090,0.384910
1544,0.615090,0.384910
1545,0.675845,0.324155
1546,0.031792,0.968208
1547,0.615090,0.384910
1548,0.615090,0.384910
1549,0.031792,0.968208
155,0.492551,0.507449
1550,0.615090,0.384910
1551,0.590115,0.409885
1552,0.590115,0.409885
1553,0.652264,0.347736
1554,0.032547,0.967453
1555,0.652264,0.347736
1556,0.590115,0.409885
1557,0.652264,0.347736
1558,0.652264,0.347736
1559,0.652264,0.347736
156,0.355158,0.644842
1560,0.590115,0.409885
1561,0.652264,0.347736
1562,0.590115,0.409885
1563,0.590115,0.409885
1564,0.590115,0.409885
1565,0.652264,0.347736
1566,0.652264,0.347736
1567,0.634082,0.365918
1568,0.634082,0.365918
1569,0.006657,0.993343
157,0.492551,0.507449
1570,0.634082,0.365918
1571,0.634082,0.365918
1572,0.634082,0.365918
1573,0.634082,0.365918
1574,0.634082,0.365918
1575,0.634082,0.365918
1576,0.634082,0.365918
1577,0.634082,0.365918
1578,0.634082,0.365918
1579,0.040492,0.959508
158,0.355158,0.644842
1580,0.634082,0.365918
1581,0.634082,0.365918
1582,0.634082,0.365918
1583,0.611792,0.388208
1584,0.611792,0.388208
1585,0.041622,0.958378
1586,0.611792,0.388208
1587,0.611792,0.388208
1588,0.009345,0.990655
1589,0.611792,0.388208
159,0.560825,0.439175
1590,0.611792,0.388208
1591,0.611792,0.388208
1592,0.611792,0.388208
1593,0.611792,0.388208
1594,0.611792,0.388208
1595,0.611792,0.388208
1596,0.611792,0.388208
1597,0.611792,0.388208
1598,0.009345,0.990655
1599,0.009345,0.990655
16,0.672590,0.327410
160,0.560825,0.439175
1600,0.512565,0.487435
1601,0.251180,0.748820
1602,0.512565,0.487435
1603,0.512565,0.487435
1604,0.579673,0.420327
1605,0.512565,0.487435
1606,0.512565,0.487435
1607,0.512565,0.487435
1608,0.579673,0.420327
1609,0.251180,0.748820
161,0.492551,0.507449
1610,0.579673,0.420327
1611,0.512565,0.487435
1612,0.512565,0.487435
1613,0.579673,0.420327
1614,0.251180,0.748820
1615,0.512565,0.487435
1616,0.720398,0.279602
1617,0.720398,0.279602
1618,0.720398,0.279602
1619,0.720398,0.279602
162,0.492551,0.507449
1620,0.720398,0.279602
1621,0.720398,0.279602
1622,0.720398,0.279602
1623,0.720398,0.279602
1624,0.720398,0.279602
1625,0.720398,0.279602
1626,0.720398,0.279602
1627,0.720398,0.279602
1628,0.720398,0.279602
1629,0.720398,0.279602
163,0.560825,0.439175
1630,0.720398,0.279602
1631,0.720398,0.279602
1632,0.802504,0.197496
1633,0.756676,0.243324
1634,0.756676,0.243324
1635,0.802504,0.197496
1636,0.756676,0.243324
1637,0.802504,0.197496
1638,0.756676,0.243324
1639,0.756676,0.243324
164,0.592215,0.407785
1640,0.802504,0.197496
1641,0.756676,0.243324
1642,0.802504,0.197496
1643,0.756676,0.243324
1644,0.802504,0.197496
1645,0.756676,0.243324
1646,0.756676,0.243324
1647,0.802504,0.197496
1648,0.588912,0.411088
1649,0.522015,0.477985
165,0.592215,0.407785
1650,0.522015,0.477985
1651,0.522015,0.477985
1652,0.522015,0.477985
1653,0.588912,0.411088
1654,0.522015,0.477985
1655,0.588912,0.411088
1656,0.588912,0.411088
1657,0.588912,0.411088
1658,0.522015,0.477985
1659,0.588912,0.411088
166,0.592215,0.407785
1660,0.522015,0.477985
