0,5949187073263115491682025472.000000
1,-9168189442773530232064311296.000000
10,-2096759995650822094488338432.000000
100,-636590642288843573572927488.000000
101,-621614668505107480126160896.000000
102,-52284155293470141645324288.000000
103,621614668505107480126160896.000000
104,745476238878703884032802816.000000
105,-7837540085778268819084541952.000000
106,-7570268887119254814147477504.000000
107,-56666531361880318163288064.000000
108,699333991742290821822545920.000000
109,-6734232411737050470496075776.000000
11,-2096759995650822094488338432.000000
110,-7623204226710660285399564288.000000
111,-636590642288843573572927488.000000
112,-9437146961955322736674865152.000000
113,-9564797942957351633801969664.000000
114,-9564797942957351633801969664.000000
115,-9564797942957351633801969664.000000
116,-9437146961955322736674865152.000000
117,-6621870781557632280377163776.000000
118,-8038400920801195454827069440.000000
119,-9564797942957351633801969664.000000
12,-2096759995650822094488338432.000000
120,6451783369236446435333898240.000000
121,-9564797942957351633801969664.000000
122,-9295840423775560228703043584.000000
123,2162060795222836223301124096.000000
124,2290304741664843181682851840.000000
125,-9278960816831307922226020352.000000
126,-9278960816831307922226020352.000000
127,-9278960816831307922226020352.000000
128,2131614036891254871149248512.000000
129,2290304741664843181682851840.000000
13,8427950524307209847077601280.000000
130,-7720663601013557842965168128.000000
131,8303261956695968003076915200.000000
132,6633656663199656667795947520.000000
133,-7528136990484801451483725824.000000
134,6671447736830233226866851840.000000
135,6527298554288715564587155456.000000
136,-9278960816831307922226020352.000000
137,6728829996871949105823219712.000000
138,6728829996871949105823219712.000000
139,7907411246282879177479684096.000000
14,-9216929449201785906657230848.000000
140,2065635763359684257525006336.000000
141,8175610975693939105949810688.000000
142,8303261956695968003076915200.000000
143,8293018092658684042892279808.000000
144,2065635763359684257525006336.000000
145,-9439225195853839616912130048.000000
146,6796055122423302705368793088.000000
147,-9439225195853839616912130048.000000
148,2065635763359684257525006336.000000
149,-9456339778533201105316216832.000000
15,2415540877101043985357471744.000000
150,-9311574214851810719785025536.000000
151,2065635763359684257525006336.000000
152,-8383392355850638780843163648.000000
153,-8383392355850638780843163648.000000
154,1609916945819948743030472704.000000
155,5778401297833819338436509696.000000
156,108028867174216843569135616.000000
157,5831008397489994781245308928.000000
158,-9439225195853839616912130048.000000
159,-2338036262902568853046296576.000000
16,-2096759995650822094488338432.000000
160,1557045386362620658264834048.000000
161,5778401297833820437948137472.000000
162,5778401297833819338436509696.000000
163,8653104004985037916049768448.000000
164,2457173512846200965896863744.000000
165,4903437347969292688498360320.000000
166,9218923615206177671424770048.000000
