267,16.978275
268,13.702288
269,16.978275
27,19.567573
270,17.473038
271,14.094046
272,33.718006
273,32.172198
274,34.972883
275,34.347867
276,17.473038
277,17.473038
278,10.470326
279,16.978275
28,15.256541
280,17.754336
281,14.559640
282,17.663422
283,17.663422
284,17.663422
285,34.972883
286,-31.198027
287,34.972883
288,34.972883
289,34.972883
29,10.369796
290,-31.184696
291,-31.198027
292,17.754336
293,16.013195
294,-7.444633
295,-31.184696
296,-7.773544
297,-8.313648
298,-8.313648
299,22.239796
3,-30.573088
30,-19.997775
300,15.388180
301,16.013195
302,16.013195
303,-8.208569
304,17.144564
305,15.873548
306,-31.619988
307,18.635829
308,-9.997492
309,16.978275
31,-29.826202
310,16.978275
311,23.065130
312,20.367197
313,20.367197
314,16.978275
315,20.367197
316,6.580640
317,20.367197
318,6.580640
319,19.073107
32,13.177123
320,6.580640
321,20.367197
322,20.367197
323,20.367197
324,-9.373937
325,10.070247
326,19.073107
327,13.870958
328,14.760993
329,28.782026
33,-31.658766
330,16.269129
331,14.760993
332,14.760993
333,14.135979
334,14.760993
335,16.269129
336,16.269129
337,-9.764498
338,24.137625
339,14.760993
34,18.156186
340,29.814743
341,16.659123
342,19.657879
343,16.659123
344,-31.619988
345,11.334783
346,19.510657
347,-8.527438
348,-9.997492
349,-30.723286
35,18.156186
350,-30.723286
351,16.659123
352,16.249091
353,-30.394153
354,13.302248
355,18.973414
356,23.216932
357,15.624076
358,21.831124
359,13.302248
36,-7.993497
360,17.202416
361,11.354367
362,-29.569447
363,17.202416
364,20.820918
365,10.962629
366,29.027055
367,19.649571
368,23.005914
369,14.117721
37,-31.404954
370,-31.510300
371,14.509479
372,-31.510300
373,-31.510300
374,-31.510300
375,14.509479
376,26.854035
377,-31.510300
378,18.973414
379,18.973414
38,18.935016
380,18.973414
381,18.348398
382,18.348398
383,17.202416
384,14.509479
385,16.494868
386,-7.136361
387,19.372571
388,18.747555
389,-7.136361
39,13.912670
390,-8.527438
391,11.959785
392,16.213025
393,14.940018
394,16.604784
395,-31.447597
396,23.252945
397,16.391385
398,18.000607
399,15.565034
4,-26.665636
40,15.713368
400,15.979768
401,-31.793968
402,15.869853
403,16.494868
404,19.773198
405,16.494868
406,16.494868
407,11.321836
408,18.562029
409,-31.447597
41,-31.658766
410,27.319166
411,14.928437
412,-7.707135
413,13.245944
414,-9.064532
415,16.725864
416,13.319218
417,-9.765285
418,-30.806116
419,15.515123
42,18.156186
420,14.890108
421,15.515123
422,-30.806116
423,18.859589
424,-7.394863
425,34.227160
426,17.920652
427,-8.468700
428,13.870958
429,32.859291
43,-31.404954
430,17.920652
431,-8.276367
432,-8.276367
433,40.765335
434,40.765335
435,22.366513
436,-8.276367
437,-8.276367
438,-8.276367
439,16.566034
44,17.531170
440,16.566034
441,28.422203
442,22.640329
443,-30.597888
444,-30.597888
445,24.209218
446,13.282627
447,16.566034
448,16.566034
449,14.156124
45,-7.993497
450,14.781139
451,17.364811
452,14.156124
453,10.537701
454,14.781139
455,14.781139
456,14.781139
457,14.781139
458,-8.468700
459,-21.223556
46,-28.327861
460,-28.510361
461,-9.997492
47,15.713368
48,-27.787067
49,-27.850139
5,12.912794
50,15.088352
51,-8.876816
52,-31.695248
53,-31.695248
54,-31.695248
55,11.469870
56,-13.800936
57,15.713368
58,-31.695248
59,-31.695248
6,16.269129
60,13.721960
61,18.859474
62,17.395071
63,-8.110137
64,-8.110137
65,23.009200
66,-8.283779
67,-8.283779
68,19.928513
69,-8.500763
7,29.834781
70,19.928513
71,-29.157671
72,19.928513
73,-8.110137
74,19.280521
75,19.928513
76,15.347284
77,-30.504843
78,-30.504843
79,15.347284
8,28.782026
80,33.385333
81,-31.198027
82,-31.464835
83,-31.198027
84,17.129320
85,-29.157671
86,15.347284
87,-30.504843
88,-30.504843
89,15.347284
9,-10.593397
90,15.347284
91,15.347284
92,-23.746108
93,-25.421535
94,-29.386811
95,-29.386811
96,-29.653619
97,-29.386811
98,9.284093
99,13.077975
