0,16.659715
1,-29.157671
10,-9.997492
100,-8.672720
101,-9.329986
102,9.578825
103,13.077975
104,11.911130
105,-31.155563
106,-29.386811
107,7.788378
108,7.610854
109,-20.386878
11,-9.997492
110,-29.103908
111,-8.672720
112,-29.261188
113,-29.857129
114,-29.857129
115,-29.857129
116,-29.261188
117,-19.747638
118,-25.405358
119,-29.857129
12,-9.997492
120,26.193414
121,-29.857129
122,-29.753613
123,16.991559
124,17.616575
125,-31.988650
126,-31.988650
127,-31.988650
128,13.317419
129,17.616575
13,32.804571
130,-27.803687
131,30.548651
132,21.217536
133,-24.304576
134,22.721614
135,22.675120
136,-31.988650
137,23.702443
138,23.702443
139,25.972402
14,-29.453377
140,14.314294
141,29.923635
142,30.548651
143,29.450039
144,14.314294
145,-30.619127
146,27.906643
147,-30.619127
148,14.314294
149,-31.009724
15,14.995402
150,-30.023186
151,14.314294
152,-29.270577
153,-29.270577
154,13.768170
155,17.307719
156,9.133303
157,20.525594
158,-30.619127
159,-6.878791
16,-9.997492
160,10.550370
161,17.307719
162,17.307719
163,32.333996
164,14.701040
165,16.647820
166,33.957281
167,16.647820
168,14.701040
169,-8.256032
17,-29.453377
170,16.647820
171,14.701040
172,14.701040
173,14.701040
174,33.404208
175,-8.256032
176,17.181610
177,-8.256032
178,17.181610
179,17.181610
18,27.511565
180,-9.595497
181,-9.595497
182,-9.595497
183,24.648881
184,16.556595
185,-8.256032
186,17.181610
187,17.181610
188,-7.510422
189,-30.921783
19,27.767799
190,12.607848
191,20.289826
192,-30.921783
193,17.745358
194,-30.921783
195,19.888330
196,17.120342
197,-30.921783
198,31.075160
199,14.450959
2,-29.424480
20,-30.049318
200,14.450959
201,21.746342
202,14.450959
203,-8.183762
204,18.271569
205,-7.588039
206,17.978860
207,14.433531
208,17.364811
209,14.450959
21,-30.049318
210,14.450959
211,-31.354292
212,12.912026
213,-8.999615
214,-8.999615
215,-9.595497
216,-9.595497
217,11.802650
218,41.263420
219,17.738645
22,-29.453377
220,11.802650
221,11.177651
222,17.566249
223,17.738645
224,17.566249
225,-29.579225
226,-31.823703
227,-31.823703
228,-31.823703
229,-31.823703
23,-29.453377
230,-8.083276
231,-29.579225
232,19.061464
233,-29.969822
234,17.566249
235,19.516751
236,-8.679102
237,-8.412310
238,-31.823703
239,17.738645
24,14.506337
240,18.016500
241,18.016500
242,31.147979
243,17.738645
244,12.914219
245,16.532714
246,12.673163
247,-29.554377
248,-10.696656
249,-31.354292
25,-31.658766
250,-31.354292
251,-31.354292
252,17.157729
253,15.884722
254,13.692021
255,17.157729
256,16.509737
257,11.840771
258,13.135651
259,17.144564
26,-29.826202
260,-8.208569
261,19.051393
262,-31.619988
263,41.263420
264,12.734764
265,14.094046
266,17.473038
